code,age,name,gender,company,Aracaju (SE)_as_source,Brasilia (DF)_as_source,Campo Grande (MS)_as_source,Florianopolis (SC)_as_source,Natal (RN)_as_source,Recife (PE)_as_source,Rio de Janeiro (RJ)_as_source,Salvador (BH)_as_source,Sao Paulo (SP)_as_source,Aracaju (SE)_as_destination,Brasilia (DF)_as_destination,Campo Grande (MS)_as_destination,Florianopolis (SC)_as_destination,Natal (RN)_as_destination,Recife (PE)_as_destination,Rio de Janeiro (RJ)_as_destination,Salvador (BH)_as_destination,Sao Paulo (SP)_as_destination,economic_count,firstClass_count,premium_count,total_distance,total_price,total_time,january_as_travel_month,february_as_travel_month,march_as_travel_month,april_as_travel_month,may_as_travel_month,june_as_travel_month,july_as_travel_month,august_as_travel_month,september_as_travel_month,october_as_travel_month,november_as_travel_month,december_as_travel_month
671,Pedro Woodbury,65,male,Wonka Company,58,19,14,15,62,17,22,25,54,58,19,14,15,62,17,22,25,54,84,130,72,135675.32000000012,258699.76999999996,352.5199999999999,27,25,25,28,25,22,20,16,19,28,24,27
672,Patricia Mcdonald,45,female,Wonka Company,16,1,7,4,14,8,6,2,16,16,1,7,4,14,8,6,2,16,16,18,40,32385.219999999998,61966.07000000002,84.09999999999998,9,8,9,9,9,2,0,0,2,9,8,9
673,Jennifer Robles,41,none,Wonka Company,43,16,14,16,54,19,13,18,55,43,16,14,16,54,19,13,18,55,76,98,74,108965.28000000003,210895.77999999997,283.1199999999998,27,17,18,19,17,16,18,18,19,26,27,26
674,Jacqueline Thornton,64,none,Wonka Company,58,23,19,21,66,22,10,21,68,58,23,19,21,66,22,10,21,68,80,116,112,137323.1000000001,267623.8799999999,356.6800000000002,27,25,25,27,26,25,28,25,21,27,26,26
675,Carol Cobb,39,female,Wonka Company,36,13,11,12,30,21,7,5,37,36,13,11,12,30,21,7,5,37,60,64,48,77055.29999999999,145731.75000000003,200.11999999999983,18,17,16,18,14,8,10,8,10,18,17,18
676,Mary Burkett,22,female,Wonka Company,38,13,13,10,35,9,11,14,37,38,13,13,10,35,9,11,14,37,52,88,40,80431.28,159584.45,208.93999999999994,18,17,16,18,17,13,9,9,10,19,16,18
677,Bernard Park,48,male,Wonka Company,67,19,14,22,62,19,22,18,59,67,19,14,22,62,19,22,18,59,98,114,90,141063.8200000001,264104.46999999986,366.5200000000001,28,24,25,27,26,25,27,22,19,27,25,27
678,Ted Gowins,32,none,Wonka Company,61,19,21,16,55,19,17,17,55,61,19,21,16,55,19,17,17,55,86,132,62,124098.18000000005,245212.36999999994,322.4,27,24,26,26,27,16,18,18,19,28,24,27
679,Tim Ransom,47,male,Wonka Company,13,6,5,5,13,4,2,3,11,13,6,5,5,13,4,2,3,11,14,32,16,29727.82,60791.57000000001,77.22,9,8,9,8,0,0,0,0,2,9,8,9
680,Bret Dowell,52,none,Wonka Company,68,23,14,12,68,18,17,17,65,68,23,14,12,68,18,17,17,65,112,124,66,128236.32000000012,250007.84999999998,333.0999999999999,26,24,26,26,27,25,28,21,19,27,25,28
681,Myrtle Churchill,51,female,Wonka Company,3,1,2,0,3,0,1,1,1,3,1,2,0,3,0,1,1,1,2,6,4,5256.560000000001,11198.210000000001,13.66,0,0,0,0,0,0,0,0,2,9,1,0
682,Margaret Stewart,56,none,Wonka Company,4,1,1,2,5,1,0,0,4,4,1,1,2,5,1,0,0,4,4,8,6,6574.62,13816.47,17.080000000000005,0,0,0,0,0,0,0,0,2,9,7,0
683,Loma Walker,25,female,Wonka Company,72,18,20,29,68,24,21,23,73,72,18,20,29,68,24,21,23,73,104,148,96,163597.13999999993,313776.4999999999,425.00000000000034,32,25,26,26,27,25,28,25,28,37,33,36
684,Robert Mitchell,49,male,Wonka Company,81,20,24,20,84,25,21,28,75,81,20,24,20,84,25,21,28,75,112,158,108,170528.30000000002,331686.44,443.0000000000002,37,32,35,34,29,25,27,26,28,37,33,35
685,Michael Shields,33,male,Wonka Company,49,10,18,10,46,8,17,10,40,49,10,18,10,46,8,17,10,40,52,92,64,94970.92000000001,189544.61000000002,246.67999999999995,18,16,17,19,17,16,19,17,16,19,17,17
686,Joyce Seifert,56,female,Wonka Company,41,19,17,12,45,17,11,13,47,41,19,17,12,45,17,11,13,47,58,104,60,101988.96000000002,204271.8399999999,264.93999999999994,19,16,16,18,18,16,19,17,19,28,18,18
687,Lora Perez,23,female,Wonka Company,19,5,4,5,15,9,5,7,23,19,5,4,5,15,9,5,7,23,38,38,16,41061.66000000001,77807.10999999999,106.59999999999997,10,7,9,9,9,8,9,3,2,9,9,8
688,John Orr,27,male,Wonka Company,30,14,16,6,38,9,13,12,42,30,14,16,6,38,9,13,12,42,40,86,54,78960.79999999997,163338.76,205.08000000000004,18,15,18,18,18,12,9,9,10,19,16,18
689,William Caravella,50,none,Wonka Company,41,13,15,8,35,15,10,14,45,41,13,15,8,35,15,10,14,45,72,76,48,85976.86000000003,163662.63999999998,223.35999999999976,17,18,16,18,18,16,20,10,10,19,16,18
690,William Glancy,64,male,Wonka Company,65,26,16,14,67,24,23,25,74,65,26,16,14,67,24,23,25,74,78,142,114,151290.76000000015,297675.16,392.96000000000004,26,26,25,28,25,25,28,25,28,36,34,28
691,Rhonda Hauck,25,female,Wonka Company,13,2,2,4,8,4,3,5,15,13,2,2,4,8,4,3,5,15,14,28,14,24916.679999999997,49985.79999999999,64.7,10,8,8,2,0,0,0,0,2,9,9,8
692,Mike Grimmett,50,male,Wonka Company,8,1,1,0,0,1,1,1,3,8,1,1,0,0,1,1,1,3,4,8,4,8477.140000000001,15727.13,22.02,0,0,0,0,0,0,0,0,2,9,5,0
693,Pauline Huff,59,female,Wonka Company,80,13,20,22,61,26,26,21,91,80,13,20,22,61,26,26,21,91,96,166,98,164016.82000000012,321560.92999999993,425.9200000000002,33,33,28,27,26,25,27,26,29,35,33,38
694,Jolene Ser,22,none,Wonka Company,28,7,11,4,25,19,9,10,29,28,7,11,4,25,19,9,10,29,44,58,40,62991.28,124009.45999999996,163.55999999999995,18,9,8,9,8,9,10,8,10,19,16,18
695,Clement Johnson,59,male,Wonka Company,38,11,7,5,40,11,11,17,34,38,11,7,5,40,11,11,17,34,62,60,52,78087.18000000005,146608.27000000002,202.85999999999993,18,17,16,18,16,8,9,9,10,19,17,17
696,Michael Nutt,21,male,Wonka Company,77,21,16,22,70,16,21,15,68,77,21,16,22,70,16,21,15,68,104,154,68,148561.42000000007,291097.86999999994,385.9200000000002,26,24,26,26,27,25,28,25,29,36,27,27
697,Donald Clairmont,62,male,Wonka Company,6,1,4,3,12,4,1,1,10,6,1,4,3,12,4,1,1,10,18,14,10,15836.06,31267.740000000005,41.14000000000001,9,5,0,0,0,0,0,0,2,9,8,9
698,Susan Anderson,51,female,Wonka Company,20,5,5,5,18,7,8,6,20,20,5,5,5,18,7,8,6,20,42,26,26,45207.96000000001,80243.16999999998,117.43999999999991,9,9,8,9,9,8,9,5,2,9,9,8
699,Kevin Lamb,43,male,Wonka Company,18,3,3,8,25,3,6,6,16,18,3,3,8,25,3,6,6,16,32,38,18,39160.2,74435.36000000002,101.76000000000002,9,9,8,9,8,9,8,0,2,9,8,9
700,John Mcvey,28,male,Wonka Company,45,18,15,11,44,11,6,12,38,45,18,15,11,44,11,6,12,38,68,80,52,85445.46000000004,166796.66,222.0399999999997,18,15,18,18,17,17,18,16,10,19,17,17
701,Evelyn Murawski,41,female,Wonka Company,44,14,20,12,45,12,11,15,41,44,14,20,12,45,12,11,15,41,58,88,68,97638.55999999997,191104.63000000006,253.6400000000001,18,17,16,19,17,16,19,17,19,21,18,17
702,Joseph Clymer,38,male,Wonka Company,72,23,20,26,69,14,17,21,70,72,23,20,26,69,14,17,21,70,90,142,100,155556.07999999984,303970.3499999998,404.00000000000017,25,25,26,27,25,26,27,26,29,35,34,27
703,Lori Kelly,26,none,Wonka Company,29,6,9,6,34,13,7,13,33,29,6,9,6,34,13,7,13,33,46,56,48,62354.5,122056.66,161.99999999999994,17,17,9,9,9,8,9,9,10,19,16,18
704,Kevin Chiang,52,male,Wonka Company,0,1,1,4,2,0,2,1,7,0,1,1,4,2,0,2,1,7,10,2,6,8392.340000000002,13275.22,21.8,0,0,0,0,0,0,0,0,2,9,7,0
705,Shirley Smith,32,female,Wonka Company,75,24,22,19,73,19,24,27,75,75,24,22,19,73,19,24,27,75,74,162,122,161102.62000000008,322267.00999999995,418.60000000000014,37,31,26,27,26,25,28,25,28,36,34,35
706,Portia Applebaum,64,none,Wonka Company,37,15,10,13,44,15,9,14,25,37,15,10,13,44,15,9,14,25,46,94,42,88059.12000000001,173813.76000000004,228.7800000000001,18,16,17,19,16,15,10,8,10,19,17,17
707,Arthur Hendrix,37,male,Wonka Company,68,18,19,13,58,23,20,22,65,68,18,19,13,58,23,20,22,65,82,144,80,141008.70000000007,281149.2699999999,366.3200000000003,27,23,27,27,26,25,28,25,19,26,27,26
708,Gary Heard,53,male,Wonka Company,52,23,9,15,58,20,19,19,55,52,23,9,15,58,20,19,19,55,76,130,64,122201.32000000007,240473.69000000003,317.32000000000005,28,23,26,26,17,16,18,18,19,28,24,27
709,Rosemarie Bryan,52,none,Wonka Company,26,7,8,7,22,9,11,3,27,26,7,8,7,22,9,11,3,27,36,40,44,52050.57999999999,100800.13999999998,135.23999999999995,10,8,8,9,9,8,9,9,10,18,14,8
710,Cynthia Mekee,31,female,Wonka Company,81,21,16,26,69,16,15,17,69,81,21,16,26,69,16,15,17,69,76,148,106,149656.46000000017,300143.3199999999,388.7199999999999,26,24,27,26,27,25,27,26,28,37,31,26
711,Esther Odonnell,32,female,Wonka Company,56,16,15,26,62,19,18,21,63,56,16,15,26,62,19,18,21,63,88,132,76,142435.94000000006,272055.0100000001,369.96000000000015,26,25,26,26,27,25,25,18,19,27,25,27
712,Kristin Davis,45,female,Wonka Company,43,12,14,15,46,7,9,12,38,43,12,14,15,46,7,9,12,38,52,74,70,86510.48000000004,170305.50999999995,224.67999999999995,18,16,17,18,18,16,18,12,10,18,18,17
713,Harvey Craig,42,male,Wonka Company,40,12,10,12,29,10,11,9,31,40,12,10,12,29,10,11,9,31,56,52,56,78571.64000000001,143264.18,204.01999999999998,18,15,18,15,8,9,9,9,10,19,16,18
714,Amanda Linsky,40,none,Wonka Company,68,22,14,26,84,20,26,22,64,68,22,14,26,84,20,26,22,64,118,142,86,160325.9800000001,302562.12,416.5400000000001,32,25,25,27,26,25,26,27,28,36,34,35
715,Martha Smith,27,female,Wonka Company,65,15,19,32,71,24,17,27,66,65,15,19,32,71,24,17,27,66,114,138,84,158365.58,298639.38,411.3400000000004,27,24,26,26,27,25,28,25,28,36,33,31
716,Charles Mullins,46,male,Wonka Company,42,8,16,13,47,18,9,11,32,42,8,16,13,47,18,9,11,32,54,90,52,88784.15999999999,172052.63999999993,230.63999999999987,18,16,17,18,18,16,20,10,10,19,16,18
717,Mary Kelly,41,female,Wonka Company,42,17,9,14,47,8,8,11,30,42,17,9,14,47,8,8,11,30,48,74,64,88740.40000000001,170334.97000000003,230.53999999999988,18,16,17,18,18,16,11,9,10,18,17,18
718,Brooke Gilbert,57,female,Wonka Company,58,18,19,14,56,11,19,26,67,58,18,19,14,56,11,19,26,67,88,102,98,127063.04000000007,243976.99,330.12,26,24,26,27,26,24,19,17,19,27,25,28
719,Cory Ruiz,64,male,Wonka Company,42,12,8,9,43,14,8,17,43,42,12,8,9,43,14,8,17,43,54,76,66,91301.91999999997,174102.15000000002,237.19999999999976,17,17,17,18,18,16,19,11,10,18,17,18
720,Tina Heath,29,none,Wonka Company,2,0,0,1,3,0,0,0,0,2,0,0,1,3,0,0,0,0,2,2,2,2124.06,3841.7400000000002,5.5200000000000005,0,0,0,0,0,0,0,0,2,4,0,0
721,Gregory Huntington,41,male,Wonka Company,26,5,8,7,23,7,9,10,33,26,5,8,7,23,7,9,10,33,40,52,36,59034.09999999998,114011.70000000001,153.34000000000003,9,9,8,9,8,9,9,9,10,19,16,13
722,Joan Bottoni,34,none,Wonka Company,29,8,9,11,36,9,14,4,26,29,8,9,11,36,9,14,4,26,42,64,40,62949.23999999999,124860.04000000001,163.5,17,14,8,9,8,9,9,9,10,18,18,17
723,Charles Morgan,34,male,Wonka Company,37,10,9,9,46,15,11,9,34,37,10,9,9,46,15,11,9,34,42,96,42,81846.5,168030.49000000002,212.61999999999986,19,15,17,19,17,12,9,9,10,19,17,17
724,Elizabeth Gastelum,34,female,Wonka Company,58,10,14,12,43,18,12,12,43,58,10,14,12,43,18,12,12,43,62,72,88,104941.10000000002,194808.37,272.6,18,16,17,18,18,16,19,17,19,27,20,17
725,David Wright,21,none,Wonka Company,28,8,11,7,32,6,11,8,27,28,8,11,7,32,6,11,8,27,70,44,24,61504.39999999998,109893.62000000004,159.83999999999992,14,9,8,9,9,8,9,9,10,18,18,17
726,David Bowers,34,male,Wonka Company,40,5,14,18,35,6,12,11,35,40,5,14,18,35,6,12,11,35,38,78,60,83767.08000000002,162694.46999999997,217.5999999999998,19,16,16,18,18,8,9,9,10,19,17,17
727,Jeffrey Collazo,25,male,Wonka Company,74,16,19,21,76,33,30,25,88,74,16,19,21,76,33,30,25,88,116,144,122,176964.98000000004,337142.06999999995,459.50000000000045,36,32,36,34,33,25,29,24,28,37,32,36
728,Rebecca Kim,40,none,Wonka Company,10,5,9,4,9,4,0,3,10,10,5,9,4,9,4,0,3,10,12,22,20,24947.679999999993,49192.58,64.82000000000001,9,8,9,0,0,0,0,0,2,9,8,9
729,Hattie Martin,55,female,Wonka Company,30,10,8,7,25,4,7,10,27,30,10,8,7,25,4,7,10,27,40,48,40,62937.85999999997,118608.5,163.55999999999995,9,8,9,9,8,9,9,9,10,19,16,13
730,Lori Gonzalez,32,female,Wonka Company,41,14,11,14,43,9,11,19,44,41,14,11,14,43,9,11,19,44,64,96,46,95331.34000000005,187123.43999999994,247.6199999999999,18,17,16,18,18,16,18,18,14,18,18,17
731,Linda Goodson,51,female,Wonka Company,67,23,17,23,54,13,13,15,63,67,23,17,23,54,13,13,15,63,84,124,80,130223.54000000001,254372.91999999993,338.2599999999999,27,25,25,26,27,24,19,17,19,28,25,26
732,Vickie Nave,42,female,Wonka Company,33,11,10,12,28,14,5,12,39,33,11,10,12,28,14,5,12,39,48,70,46,74924.62,146055.58000000002,194.53999999999994,18,16,17,15,9,8,9,9,10,18,18,17
733,Jesus Victor,30,none,Wonka Company,23,6,8,7,19,5,6,6,20,23,6,8,7,19,5,6,6,20,36,38,26,46741.259999999995,88241.98,121.38000000000002,10,8,8,9,9,8,9,9,4,9,9,8
734,Ronald Pierson,34,male,Wonka Company,1,0,1,1,1,1,1,0,2,1,0,1,1,1,1,1,0,2,2,4,2,4587.58,8598.45,11.919999999999998,0,0,0,0,0,0,0,0,2,6,0,0
735,William Mckay,36,male,Wonka Company,30,9,8,12,26,6,7,7,27,30,9,8,12,26,6,7,7,27,44,46,42,62868.799999999974,114924.73000000001,163.29999999999995,9,8,9,9,9,8,9,9,10,19,17,16
736,Shawn Hacker,57,female,Wonka Company,29,13,17,11,39,9,11,8,39,29,13,17,11,39,9,11,8,39,52,66,58,73815.28000000001,148273.40000000002,191.77999999999992,18,16,17,18,18,8,9,9,10,18,17,18
737,Paula Fleming,32,none,Wonka Company,70,23,17,22,71,23,19,15,54,70,23,17,22,71,23,19,15,54,94,120,100,146869.4200000001,280053.81999999995,381.52000000000027,26,24,26,26,27,25,27,26,27,28,24,28
738,Luciano Harris,58,male,Wonka Company,48,13,20,16,61,13,14,9,36,48,13,20,16,61,13,14,9,36,64,114,52,104041.88000000003,208234.99999999994,270.2800000000003,18,17,16,18,18,16,18,18,19,26,26,20
739,Adrianne Pierre,53,female,Wonka Company,29,9,5,17,27,16,9,10,30,29,9,5,17,27,16,9,10,30,38,60,54,73254.13999999998,139856.22,190.23999999999995,18,17,10,9,9,8,9,9,10,18,18,17
740,Milton Stanley,50,male,Wonka Company,22,7,5,4,18,4,6,9,27,22,7,5,4,18,4,6,9,27,26,38,38,47639.139999999985,92034.1,123.75999999999996,9,8,9,9,9,8,9,9,6,9,8,9
741,Brian Trujillo,65,none,Wonka Company,30,12,9,11,44,4,15,12,33,30,12,9,11,44,4,15,12,33,46,78,46,78769.49999999997,156656.52000000002,204.69999999999993,18,16,17,18,12,8,9,9,10,18,17,18
742,Anna Willis,22,female,Wonka Company,57,26,17,24,73,16,23,17,71,57,26,17,24,73,16,23,17,71,98,150,76,140872.3600000001,281982.82,365.96000000000004,27,23,27,26,27,25,27,26,28,36,25,27
743,Mckenzie Dougherty,60,female,Wonka Company,58,8,20,13,58,21,19,18,51,58,8,20,13,58,21,19,18,51,78,98,90,119866.64000000007,228680.9699999999,311.4000000000001,27,24,26,21,17,17,18,18,19,27,25,27
744,Carmen Delisi,26,male,Wonka Company,77,21,21,25,86,34,20,26,74,77,21,21,25,86,34,20,26,74,120,158,106,175790.12000000005,336846.26000000007,456.7000000000003,35,32,36,33,36,25,27,26,28,37,33,36
745,Elizabeth Hewitt,53,female,Wonka Company,55,14,12,19,54,17,13,15,45,55,14,12,19,54,17,13,15,45,92,100,52,114847.76000000001,211616.56999999995,298.3399999999998,25,16,17,19,16,17,19,17,19,27,26,26
746,Maurice Miles,34,none,Wonka Company,66,18,13,21,71,27,18,20,74,66,18,13,21,71,27,18,20,74,110,140,78,143609.34000000008,278222.58999999997,373.1000000000001,27,23,27,27,26,25,27,26,28,37,29,26
747,Ruth Bennett,51,female,Wonka Company,53,22,16,13,46,29,17,15,63,53,22,16,13,46,29,17,15,63,78,100,96,125363.66,240727.61999999988,325.53999999999996,27,24,26,27,20,16,18,18,19,28,25,26
748,Bradley Rhodes,47,male,Wonka Company,26,11,11,14,35,10,6,5,34,26,11,11,14,35,10,6,5,34,50,68,34,68762.13999999998,132375.94000000006,178.61999999999995,17,18,10,9,9,8,9,9,10,19,16,18
749,Ernest Reyes,55,male,Wonka Company,34,8,8,7,22,11,9,14,19,34,8,8,7,22,11,9,14,19,34,50,48,67304.86,124117.32,174.85999999999987,9,8,9,9,9,8,9,9,10,18,17,17
750,Kathleen Tsang,41,female,Wonka Company,18,5,9,3,24,7,4,4,18,18,5,9,3,24,7,4,4,18,18,36,38,38611.240000000005,79380.06,100.31999999999996,9,9,8,9,8,9,10,2,2,9,9,8
751,Nancy Moradian,55,none,Wonka Company,40,12,13,11,54,19,16,19,54,40,12,13,11,54,19,16,19,54,86,86,66,100170.62000000005,192245.85999999993,260.24000000000035,19,16,17,19,17,16,18,18,19,27,25,27
752,James Pizarro,64,male,Wonka Company,88,21,21,12,57,26,21,22,80,88,21,21,12,57,26,21,22,80,114,152,82,150834.64000000004,292625.32000000007,391.85999999999984,35,23,26,27,25,26,28,25,28,36,33,36
753,Eric Capps,51,male,Wonka Company,10,1,2,4,10,2,3,3,13,10,1,2,4,10,2,3,3,13,14,18,16,22445.280000000002,42689.81,58.300000000000026,9,9,2,0,0,0,0,0,2,9,9,8
754,Barry Smithers,49,male,Wonka Company,33,9,12,10,30,4,11,8,29,33,9,12,10,30,4,11,8,29,32,68,46,65286.06,131771.58,169.5999999999999,18,12,9,9,8,9,9,9,10,18,18,17
755,Kelly Lafave,58,none,Wonka Company,56,13,17,14,60,19,16,14,59,56,13,17,14,60,19,16,14,59,72,110,86,116486.86000000004,229630.60999999993,302.58000000000004,27,25,25,23,18,16,18,18,19,27,26,26
756,Connie Stokes,27,female,Wonka Company,76,28,22,17,74,13,23,17,68,76,28,22,17,74,13,23,17,68,74,172,92,150188.64000000007,309302.57999999996,390.19999999999993,27,25,25,26,27,25,28,25,28,36,33,33
757,Muriel Booth,38,female,Wonka Company,71,27,19,19,75,27,19,17,74,71,27,19,19,75,27,19,17,74,98,154,96,153102.98000000013,306694.9099999999,397.62000000000006,33,25,25,26,27,25,29,24,28,37,32,37
758,William Garcia,64,male,Wonka Company,44,7,11,10,45,12,5,20,44,44,7,11,10,45,12,5,20,44,74,84,40,89385.50000000007,169201.15,232.19999999999985,18,16,17,18,17,17,19,13,10,19,17,17
759,Robert Schrader,27,male,Wonka Company,13,10,6,7,29,7,6,10,22,13,10,6,7,29,7,6,10,22,40,46,24,51556.1,99120.43,133.97999999999993,9,8,9,9,8,9,10,8,10,13,9,8
760,Andrew Stoddard,44,male,Wonka Company,50,24,22,15,57,14,16,12,42,50,24,22,15,57,14,16,12,42,76,114,62,113514.19999999998,223612.57999999993,294.94,26,24,16,18,18,16,18,18,19,27,26,26
761,Ralph Paquin,31,male,Wonka Company,40,13,15,12,55,16,20,9,46,40,13,15,12,55,16,20,9,46,70,92,64,93039.04000000005,186019.46999999997,241.73999999999984,19,15,17,18,17,17,18,18,19,26,24,18
762,Viola Munoz,35,female,Wonka Company,19,8,4,7,15,4,8,6,17,19,8,4,7,15,4,8,6,17,24,40,24,42374.93999999997,79765.93000000001,110.07999999999997,9,9,8,9,8,9,8,0,2,9,9,8
763,Kenneth Farnsworth,33,none,Wonka Company,58,28,17,26,65,17,15,30,78,58,28,17,26,65,17,15,30,78,98,142,94,159530.16000000018,304690.7,414.3600000000001,26,25,26,26,27,25,26,27,28,36,34,28
764,Jacqueline Pratt,54,none,Wonka Company,20,7,3,6,19,3,6,3,13,20,7,3,6,19,3,6,3,13,24,26,30,35212.53999999999,66677.31000000001,91.50000000000001,9,9,8,9,9,8,0,0,2,9,9,8
765,Nancy Fanno,40,female,Wonka Company,67,15,13,24,57,19,12,14,55,67,15,13,24,57,19,12,14,55,86,126,64,130597.92000000009,250551.7599999999,339.2599999999999,26,24,26,28,20,17,18,18,19,28,24,28
766,Anthony Young,30,male,Wonka Company,78,23,30,32,91,25,17,18,86,78,23,30,32,91,25,17,18,86,114,172,114,174005.6000000001,344211.3199999999,452.0200000000001,35,34,34,35,35,34,34,26,28,35,35,35
767,Keely Rice,25,female,Wonka Company,2,2,3,0,3,1,0,0,5,2,2,3,0,3,1,0,0,5,4,12,0,4481.62,11970.839999999998,11.639999999999999,0,0,0,0,0,0,0,0,2,9,5,0
768,Antonio Sanchez,64,none,Wonka Company,15,5,3,5,17,4,5,3,21,15,5,3,5,17,4,5,3,21,28,22,28,33333.060000000005,62729.52,86.58000000000001,9,8,9,9,9,6,0,0,2,9,9,8
769,Susan Lacy,50,female,Wonka Company,19,9,7,6,21,5,6,10,23,19,9,7,6,21,5,6,10,23,36,50,20,50472.79999999999,96155.75,131.12,9,8,9,9,9,8,9,9,10,9,9,8
770,Bobbie Murray,51,female,Wonka Company,25,9,6,8,25,8,12,7,36,25,9,6,8,25,8,12,7,36,48,50,38,61202.55999999999,115989.50000000003,158.90000000000003,12,9,8,9,9,8,9,9,10,18,17,18
771,Leslie Viviani,53,none,Wonka Company,15,4,6,2,12,8,1,5,21,15,4,6,2,12,8,1,5,21,22,32,20,31135.059999999987,63815.33,80.83999999999997,9,8,9,9,9,2,0,0,2,9,9,8
772,Tracy Anderson,41,none,Wonka Company,75,27,26,22,74,22,23,19,80,75,27,26,22,74,22,23,19,80,120,158,90,164254.5800000002,321570.07999999996,426.6200000000001,34,32,35,27,27,25,27,26,28,37,32,38
773,Edna Clyne,56,female,Wonka Company,53,19,18,11,55,13,20,20,45,53,19,18,11,55,13,20,20,45,58,96,100,116807.36000000009,231078.28,303.46000000000004,26,24,18,18,17,17,20,16,19,28,25,26
774,Micheal Blakely,43,male,Wonka Company,7,4,0,1,6,2,0,1,9,7,4,0,1,6,2,0,1,9,4,18,8,13446.1,29518.07,34.920000000000016,2,0,0,0,0,0,0,0,2,9,9,8
775,Frances Bass,27,female,Wonka Company,75,11,18,21,65,17,26,23,58,75,11,18,21,65,17,26,23,58,82,136,96,153379.40000000005,292202.8,398.4800000000003,26,25,26,27,26,25,28,25,27,27,25,27
776,Sharon Fontenot,48,female,Wonka Company,64,19,24,18,66,21,20,18,56,64,19,24,18,66,21,20,18,56,78,146,82,139015.3,276365.8700000001,361.12,26,25,26,26,27,25,27,26,19,27,26,26
777,Peter Arias,42,none,Wonka Company,24,2,5,3,22,11,5,10,24,24,2,5,3,22,11,5,10,24,36,40,30,51141.56,95322.5,132.82000000000002,9,8,9,9,9,8,9,9,10,9,8,9
778,Angela Davis,42,none,Wonka Company,6,2,2,2,10,1,1,5,5,6,2,2,2,10,1,1,5,5,10,16,8,17658.959999999995,32721.97,45.92,6,0,0,0,0,0,0,0,2,9,8,9
779,Matthew Freeman,45,none,Wonka Company,84,28,24,20,77,17,21,20,77,84,28,24,20,77,17,21,20,77,88,156,124,158878.76000000013,320693.9899999998,412.68000000000023,36,31,35,28,26,25,27,26,28,36,34,36
780,Ashley Moon,40,female,Wonka Company,35,18,13,14,44,17,9,9,47,35,18,13,14,44,17,9,9,47,54,94,58,89129.0,180854.41000000003,231.48000000000002,19,16,16,18,17,17,19,17,14,18,18,17
781,James Sanchez,30,male,Wonka Company,30,8,13,17,48,9,12,10,43,30,8,13,17,48,9,12,10,43,58,88,44,87690.1,172382.75,227.77999999999992,18,16,17,18,18,16,15,9,10,19,16,18
782,Carolyn Nielsen,63,none,Wonka Company,31,8,12,21,49,18,10,10,45,31,8,12,21,49,18,10,10,45,42,102,60,90280.85999999999,183805.49999999997,234.48,18,16,17,18,18,16,18,18,12,18,17,18
783,Kelly Ross,44,none,Wonka Company,65,22,23,20,63,16,26,14,71,65,22,23,20,63,16,26,14,71,92,126,102,143787.72000000003,280127.94000000006,373.54000000000053,25,25,26,26,26,26,28,25,28,33,25,27
784,William Biffle,40,none,Wonka Company,20,5,3,2,12,7,4,7,14,20,5,3,2,12,7,4,7,14,22,28,24,34735.200000000004,66039.10999999999,90.19999999999995,10,8,8,9,9,2,0,0,2,9,8,9
785,James Wells,24,male,Wonka Company,14,4,7,2,13,2,4,3,21,14,4,7,2,13,2,4,3,21,20,26,24,26668.300000000003,55330.19999999999,69.25999999999999,9,9,8,9,7,0,0,0,2,9,8,9
786,Krista Vandyke,29,female,Wonka Company,59,23,17,17,59,17,10,19,53,59,23,17,17,59,17,10,19,53,64,132,78,125829.21999999999,251295.97999999998,326.92000000000013,26,25,25,26,21,16,19,17,19,28,25,27
787,Jessie Tu,43,female,Wonka Company,48,16,12,6,40,9,17,13,41,48,16,12,6,40,9,17,13,41,52,80,70,87753.66000000003,174543.07999999996,227.98000000000002,18,16,17,18,18,16,20,16,10,18,18,17
788,David Young,47,none,Wonka Company,51,15,20,15,44,15,12,17,49,51,15,20,15,44,15,12,17,49,58,112,68,113687.08000000003,223507.74999999988,295.35999999999973,20,16,16,18,18,16,20,16,19,27,26,26
789,Katharine Perry,54,female,Wonka Company,73,22,23,21,76,18,26,18,65,73,22,23,21,76,18,26,18,65,104,128,110,155241.90000000008,298126.32999999984,403.2800000000002,28,25,25,26,27,25,28,25,28,36,33,36
790,Leopoldo Ensign,52,none,Wonka Company,15,0,0,2,11,2,7,2,17,15,0,0,2,11,2,7,2,17,10,26,20,22924.58,49068.700000000004,59.520000000000024,9,8,9,2,0,0,0,0,2,9,8,9
791,Donald Hysmith,50,male,Wonka Company,22,3,7,6,26,4,7,9,22,22,3,7,6,26,4,7,9,22,34,50,22,46607.78,93584.58000000002,121.1,9,8,9,9,8,9,9,9,10,9,8,9
792,Brent Williams,44,male,Wonka Company,23,10,9,5,22,9,7,6,17,23,10,9,5,22,9,7,6,17,34,42,32,48013.70000000001,93264.64000000001,124.72,10,7,9,9,9,8,9,9,10,11,8,9
793,Regina Garza,29,female,Wonka Company,82,22,27,25,74,27,27,26,88,82,22,27,25,74,27,27,26,88,98,204,96,185060.4000000002,371240.56999999995,480.6800000000001,35,32,34,37,33,34,32,26,29,36,32,38
794,Beatrice Curtis,31,female,Wonka Company,42,14,14,12,38,14,18,16,46,42,14,14,12,38,14,18,16,46,62,92,60,98751.24000000002,190710.40999999997,256.53999999999996,19,15,17,19,17,16,18,18,19,22,17,17
